,artist,track,date_entered,wk,rank
2952,Eve,Love Is Blind,2000-01-08,10,46.0
3269,Eve,Love Is Blind,2000-01-08,11,50.0
3586,Eve,Love Is Blind,2000-01-08,12,59.0
3903,Eve,Love Is Blind,2000-01-08,13,66.0
4220,Eve,Love Is Blind,2000-01-08,14,78.0
4537,Eve,Love Is Blind,2000-01-08,15,87.0
4854,Eve,Love Is Blind,2000-01-08,16,99.0
100,Everclear,Wonderful,2000-07-08,1,77.0
417,Everclear,Wonderful,2000-07-08,2,69.0
734,Everclear,Wonderful,2000-07-08,3,53.0
1051,Everclear,Wonderful,2000-07-08,4,37.0
1368,Everclear,Wonderful,2000-07-08,5,33.0
1685,Everclear,Wonderful,2000-07-08,6,25.0
2002,Everclear,Wonderful,2000-07-08,7,24.0
2319,Everclear,Wonderful,2000-07-08,8,23.0
2636,Everclear,Wonderful,2000-07-08,9,22.0
2953,Everclear,Wonderful,2000-07-08,10,25.0
3270,Everclear,Wonderful,2000-07-08,11,28.0
3587,Everclear,Wonderful,2000-07-08,12,25.0
3904,Everclear,Wonderful,2000-07-08,13,11.0
4221,Everclear,Wonderful,2000-07-08,14,13.0
4538,Everclear,Wonderful,2000-07-08,15,13.0
4855,Everclear,Wonderful,2000-07-08,16,11.0
5172,Everclear,Wonderful,2000-07-08,17,18.0
5489,Everclear,Wonderful,2000-07-08,18,28.0
5806,Everclear,Wonderful,2000-07-08,19,36.0
6123,Everclear,Wonderful,2000-07-08,20,39.0
6440,Everclear,Wonderful,2000-07-08,21,45.0
101,"Fabian, Lara",I Will Love Again,2000-06-10,1,91.0
418,"Fabian, Lara",I Will Love Again,2000-06-10,2,80.0
735,"Fabian, Lara",I Will Love Again,2000-06-10,3,75.0
1052,"Fabian, Lara",I Will Love Again,2000-06-10,4,61.0
1369,"Fabian, Lara",I Will Love Again,2000-06-10,5,60.0
1686,"Fabian, Lara",I Will Love Again,2000-06-10,6,52.0
2003,"Fabian, Lara",I Will Love Again,2000-06-10,7,45.0
2320,"Fabian, Lara",I Will Love Again,2000-06-10,8,40.0
2637,"Fabian, Lara",I Will Love Again,2000-06-10,9,36.0
2954,"Fabian, Lara",I Will Love Again,2000-06-10,10,32.0
3271,"Fabian, Lara",I Will Love Again,2000-06-10,11,37.0
3588,"Fabian, Lara",I Will Love Again,2000-06-10,12,45.0
3905,"Fabian, Lara",I Will Love Again,2000-06-10,13,68.0
4222,"Fabian, Lara",I Will Love Again,2000-06-10,14,80.0
4539,"Fabian, Lara",I Will Love Again,2000-06-10,15,80.0
4856,"Fabian, Lara",I Will Love Again,2000-06-10,16,89.0
5173,"Fabian, Lara",I Will Love Again,2000-06-10,17,96.0
102,Fatboy Slim,The Rockafeller Skan...,1999-11-13,1,94.0
419,Fatboy Slim,The Rockafeller Skan...,1999-11-13,2,94.0
736,Fatboy Slim,The Rockafeller Skan...,1999-11-13,3,94.0
1053,Fatboy Slim,The Rockafeller Skan...,1999-11-13,4,87.0
1370,Fatboy Slim,The Rockafeller Skan...,1999-11-13,5,77.0
1687,Fatboy Slim,The Rockafeller Skan...,1999-11-13,6,77.0
2004,Fatboy Slim,The Rockafeller Skan...,1999-11-13,7,83.0
2321,Fatboy Slim,The Rockafeller Skan...,1999-11-13,8,82.0
2638,Fatboy Slim,The Rockafeller Skan...,1999-11-13,9,82.0
2955,Fatboy Slim,The Rockafeller Skan...,1999-11-13,10,92.0
3272,Fatboy Slim,The Rockafeller Skan...,1999-11-13,11,76.0
3589,Fatboy Slim,The Rockafeller Skan...,1999-11-13,12,95.0
103,Filter,Take A Picture,1999-11-27,1,91.0
420,Filter,Take A Picture,1999-11-27,2,74.0
737,Filter,Take A Picture,1999-11-27,3,64.0
1054,Filter,Take A Picture,1999-11-27,4,52.0
1371,Filter,Take A Picture,1999-11-27,5,38.0
1688,Filter,Take A Picture,1999-11-27,6,38.0
2005,Filter,Take A Picture,1999-11-27,7,34.0
2322,Filter,Take A Picture,1999-11-27,8,31.0
2639,Filter,Take A Picture,1999-11-27,9,21.0
2956,Filter,Take A Picture,1999-11-27,10,19.0
3273,Filter,Take A Picture,1999-11-27,11,12.0
3590,Filter,Take A Picture,1999-11-27,12,13.0
3907,Filter,Take A Picture,1999-11-27,13,15.0
4224,Filter,Take A Picture,1999-11-27,14,20.0
4541,Filter,Take A Picture,1999-11-27,15,19.0
4858,Filter,Take A Picture,1999-11-27,16,22.0
5175,Filter,Take A Picture,1999-11-27,17,23.0
5492,Filter,Take A Picture,1999-11-27,18,24.0
5809,Filter,Take A Picture,1999-11-27,19,31.0
6126,Filter,Take A Picture,1999-11-27,20,42.0
104,Foo Fighters,Learn To Fly,1999-10-16,1,80.0
421,Foo Fighters,Learn To Fly,1999-10-16,2,69.0
738,Foo Fighters,Learn To Fly,1999-10-16,3,68.0
1055,Foo Fighters,Learn To Fly,1999-10-16,4,63.0
1372,Foo Fighters,Learn To Fly,1999-10-16,5,60.0
1689,Foo Fighters,Learn To Fly,1999-10-16,6,52.0
2006,Foo Fighters,Learn To Fly,1999-10-16,7,42.0
2323,Foo Fighters,Learn To Fly,1999-10-16,8,32.0
2640,Foo Fighters,Learn To Fly,1999-10-16,9,30.0
2957,Foo Fighters,Learn To Fly,1999-10-16,10,25.0
3274,Foo Fighters,Learn To Fly,1999-10-16,11,22.0
3591,Foo Fighters,Learn To Fly,1999-10-16,12,22.0
3908,Foo Fighters,Learn To Fly,1999-10-16,13,26.0
4225,Foo Fighters,Learn To Fly,1999-10-16,14,20.0
4542,Foo Fighters,Learn To Fly,1999-10-16,15,19.0
4859,Foo Fighters,Learn To Fly,1999-10-16,16,20.0
5176,Foo Fighters,Learn To Fly,1999-10-16,17,26.0
5493,Foo Fighters,Learn To Fly,1999-10-16,18,30.0
5810,Foo Fighters,Learn To Fly,1999-10-16,19,35.0
6127,Foo Fighters,Learn To Fly,1999-10-16,20,42.0
6444,Foo Fighters,Learn To Fly,1999-10-16,21,50.0
105,Fragma,Toca's Miracle,2000-10-28,1,99.0
106,Funkmaster Flex,Do You,2000-11-11,1,92.0
423,Funkmaster Flex,Do You,2000-11-11,2,92.0
740,Funkmaster Flex,Do You,2000-11-11,3,95.0
1057,Funkmaster Flex,Do You,2000-11-11,4,91.0
1374,Funkmaster Flex,Do You,2000-11-11,5,91.0
1691,Funkmaster Flex,Do You,2000-11-11,6,94.0
2008,Funkmaster Flex,Do You,2000-11-11,7,100.0
107,Ghostface Killah,Cherchez LaGhost,2000-08-05,1,98.0
108,"Gill, Vince",Feels Like Love,2000-09-02,1,82.0
425,"Gill, Vince",Feels Like Love,2000-09-02,2,76.0
742,"Gill, Vince",Feels Like Love,2000-09-02,3,74.0
1059,"Gill, Vince",Feels Like Love,2000-09-02,4,73.0
1376,"Gill, Vince",Feels Like Love,2000-09-02,5,73.0
1693,"Gill, Vince",Feels Like Love,2000-09-02,6,65.0
2010,"Gill, Vince",Feels Like Love,2000-09-02,7,59.0
2327,"Gill, Vince",Feels Like Love,2000-09-02,8,58.0
2644,"Gill, Vince",Feels Like Love,2000-09-02,9,54.0
2961,"Gill, Vince",Feels Like Love,2000-09-02,10,54.0
3278,"Gill, Vince",Feels Like Love,2000-09-02,11,53.0
3595,"Gill, Vince",Feels Like Love,2000-09-02,12,52.0
3912,"Gill, Vince",Feels Like Love,2000-09-02,13,55.0
4229,"Gill, Vince",Feels Like Love,2000-09-02,14,52.0
4546,"Gill, Vince",Feels Like Love,2000-09-02,15,57.0
4863,"Gill, Vince",Feels Like Love,2000-09-02,16,76.0
5180,"Gill, Vince",Feels Like Love,2000-09-02,17,91.0
5497,"Gill, Vince",Feels Like Love,2000-09-02,18,99.0
6131,"Gill, Vince",Feels Like Love,2000-09-02,20,91.0
6448,"Gill, Vince",Feels Like Love,2000-09-02,21,89.0
109,"Gilman, Billy",One Voice,2000-06-17,1,86.0
426,"Gilman, Billy",One Voice,2000-06-17,2,86.0
743,"Gilman, Billy",One Voice,2000-06-17,3,82.0
1060,"Gilman, Billy",One Voice,2000-06-17,4,72.0
1377,"Gilman, Billy",One Voice,2000-06-17,5,65.0
1694,"Gilman, Billy",One Voice,2000-06-17,6,56.0
2011,"Gilman, Billy",One Voice,2000-06-17,7,56.0
2328,"Gilman, Billy",One Voice,2000-06-17,8,55.0
2645,"Gilman, Billy",One Voice,2000-06-17,9,44.0
2962,"Gilman, Billy",One Voice,2000-06-17,10,44.0
3279,"Gilman, Billy",One Voice,2000-06-17,11,43.0
3596,"Gilman, Billy",One Voice,2000-06-17,12,38.0
3913,"Gilman, Billy",One Voice,2000-06-17,13,40.0
4230,"Gilman, Billy",One Voice,2000-06-17,14,44.0
4547,"Gilman, Billy",One Voice,2000-06-17,15,61.0
4864,"Gilman, Billy",One Voice,2000-06-17,16,77.0
5181,"Gilman, Billy",One Voice,2000-06-17,17,85.0
5498,"Gilman, Billy",One Voice,2000-06-17,18,95.0
5815,"Gilman, Billy",One Voice,2000-06-17,19,97.0
110,Ginuwine,None Of Ur Friends B...,1999-12-11,1,94.0
427,Ginuwine,None Of Ur Friends B...,1999-12-11,2,84.0
744,Ginuwine,None Of Ur Friends B...,1999-12-11,3,71.0
1061,Ginuwine,None Of Ur Friends B...,1999-12-11,4,71.0
1378,Ginuwine,None Of Ur Friends B...,1999-12-11,5,60.0
1695,Ginuwine,None Of Ur Friends B...,1999-12-11,6,63.0
2012,Ginuwine,None Of Ur Friends B...,1999-12-11,7,48.0
2329,Ginuwine,None Of Ur Friends B...,1999-12-11,8,48.0
2646,Ginuwine,None Of Ur Friends B...,1999-12-11,9,48.0
2963,Ginuwine,None Of Ur Friends B...,1999-12-11,10,55.0
3280,Ginuwine,None Of Ur Friends B...,1999-12-11,11,64.0
3597,Ginuwine,None Of Ur Friends B...,1999-12-11,12,71.0
3914,Ginuwine,None Of Ur Friends B...,1999-12-11,13,85.0
4231,Ginuwine,None Of Ur Friends B...,1999-12-11,14,85.0
4548,Ginuwine,None Of Ur Friends B...,1999-12-11,15,92.0
111,Ginuwine,The Best Man I Can B...,2000-01-08,1,97.0
428,Ginuwine,The Best Man I Can B...,2000-01-08,2,97.0
745,Ginuwine,The Best Man I Can B...,2000-01-08,3,83.0
1062,Ginuwine,The Best Man I Can B...,2000-01-08,4,94.0
1379,Ginuwine,The Best Man I Can B...,2000-01-08,5,84.0
1696,Ginuwine,The Best Man I Can B...,2000-01-08,6,88.0
2013,Ginuwine,The Best Man I Can B...,2000-01-08,7,85.0
2330,Ginuwine,The Best Man I Can B...,2000-01-08,8,82.0
2647,Ginuwine,The Best Man I Can B...,2000-01-08,9,77.0
2964,Ginuwine,The Best Man I Can B...,2000-01-08,10,77.0
3281,Ginuwine,The Best Man I Can B...,2000-01-08,11,85.0
3598,Ginuwine,The Best Man I Can B...,2000-01-08,12,89.0
112,Goo Goo Dolls,Broadway,2000-04-22,1,74.0
429,Goo Goo Dolls,Broadway,2000-04-22,2,58.0
746,Goo Goo Dolls,Broadway,2000-04-22,3,53.0
1063,Goo Goo Dolls,Broadway,2000-04-22,4,42.0
1380,Goo Goo Dolls,Broadway,2000-04-22,5,35.0
1697,Goo Goo Dolls,Broadway,2000-04-22,6,31.0
2014,Goo Goo Dolls,Broadway,2000-04-22,7,29.0
2331,Goo Goo Dolls,Broadway,2000-04-22,8,25.0
2648,Goo Goo Dolls,Broadway,2000-04-22,9,29.0
2965,Goo Goo Dolls,Broadway,2000-04-22,10,26.0
3282,Goo Goo Dolls,Broadway,2000-04-22,11,24.0
3599,Goo Goo Dolls,Broadway,2000-04-22,12,33.0
3916,Goo Goo Dolls,Broadway,2000-04-22,13,46.0
4233,Goo Goo Dolls,Broadway,2000-04-22,14,48.0
4550,Goo Goo Dolls,Broadway,2000-04-22,15,57.0
4867,Goo Goo Dolls,Broadway,2000-04-22,16,62.0
5184,Goo Goo Dolls,Broadway,2000-04-22,17,74.0
5501,Goo Goo Dolls,Broadway,2000-04-22,18,82.0
5818,Goo Goo Dolls,Broadway,2000-04-22,19,85.0
6135,Goo Goo Dolls,Broadway,2000-04-22,20,87.0
113,"Gray, Macy",I Try,2000-02-19,1,68.0
430,"Gray, Macy",I Try,2000-02-19,2,51.0
747,"Gray, Macy",I Try,2000-02-19,3,47.0
1064,"Gray, Macy",I Try,2000-02-19,4,36.0
1381,"Gray, Macy",I Try,2000-02-19,5,30.0
1698,"Gray, Macy",I Try,2000-02-19,6,20.0
2015,"Gray, Macy",I Try,2000-02-19,7,15.0
2332,"Gray, Macy",I Try,2000-02-19,8,12.0
2649,"Gray, Macy",I Try,2000-02-19,9,8.0
2966,"Gray, Macy",I Try,2000-02-19,10,7.0
3283,"Gray, Macy",I Try,2000-02-19,11,7.0
3600,"Gray, Macy",I Try,2000-02-19,12,7.0
3917,"Gray, Macy",I Try,2000-02-19,13,6.0
4234,"Gray, Macy",I Try,2000-02-19,14,5.0
4551,"Gray, Macy",I Try,2000-02-19,15,6.0
4868,"Gray, Macy",I Try,2000-02-19,16,9.0
5185,"Gray, Macy",I Try,2000-02-19,17,10.0
5502,"Gray, Macy",I Try,2000-02-19,18,11.0
5819,"Gray, Macy",I Try,2000-02-19,19,14.0
6136,"Gray, Macy",I Try,2000-02-19,20,16.0
6453,"Gray, Macy",I Try,2000-02-19,21,16.0
6770,"Gray, Macy",I Try,2000-02-19,22,16.0
7087,"Gray, Macy",I Try,2000-02-19,23,21.0
7404,"Gray, Macy",I Try,2000-02-19,24,27.0
7721,"Gray, Macy",I Try,2000-02-19,25,34.0
8038,"Gray, Macy",I Try,2000-02-19,26,40.0
8355,"Gray, Macy",I Try,2000-02-19,27,46.0
114,"Griggs, Andy",She's More,2000-03-11,1,81.0
431,"Griggs, Andy",She's More,2000-03-11,2,76.0
748,"Griggs, Andy",She's More,2000-03-11,3,69.0
1065,"Griggs, Andy",She's More,2000-03-11,4,67.0
1382,"Griggs, Andy",She's More,2000-03-11,5,62.0
1699,"Griggs, Andy",She's More,2000-03-11,6,55.0
2016,"Griggs, Andy",She's More,2000-03-11,7,52.0
2333,"Griggs, Andy",She's More,2000-03-11,8,51.0
2650,"Griggs, Andy",She's More,2000-03-11,9,51.0
2967,"Griggs, Andy",She's More,2000-03-11,10,48.0
3284,"Griggs, Andy",She's More,2000-03-11,11,47.0
3601,"Griggs, Andy",She's More,2000-03-11,12,43.0
3918,"Griggs, Andy",She's More,2000-03-11,13,42.0
4235,"Griggs, Andy",She's More,2000-03-11,14,37.0
4552,"Griggs, Andy",She's More,2000-03-11,15,41.0
4869,"Griggs, Andy",She's More,2000-03-11,16,50.0
5186,"Griggs, Andy",She's More,2000-03-11,17,69.0
5503,"Griggs, Andy",She's More,2000-03-11,18,73.0
5820,"Griggs, Andy",She's More,2000-03-11,19,77.0
6137,"Griggs, Andy",She's More,2000-03-11,20,85.0
115,Guy,Dancin',1999-12-18,1,46.0
432,Guy,Dancin',1999-12-18,2,29.0
749,Guy,Dancin',1999-12-18,3,19.0
1066,Guy,Dancin',1999-12-18,4,22.0
1383,Guy,Dancin',1999-12-18,5,36.0
1700,Guy,Dancin',1999-12-18,6,44.0
2017,Guy,Dancin',1999-12-18,7,58.0
2334,Guy,Dancin',1999-12-18,8,58.0
2651,Guy,Dancin',1999-12-18,9,68.0
2968,Guy,Dancin',1999-12-18,10,75.0
3285,Guy,Dancin',1999-12-18,11,94.0
116,Hanson,This Time Around,2000-04-22,1,22.0
433,Hanson,This Time Around,2000-04-22,2,22.0
750,Hanson,This Time Around,2000-04-22,3,20.0
1067,Hanson,This Time Around,2000-04-22,4,45.0
1384,Hanson,This Time Around,2000-04-22,5,87.0
1701,Hanson,This Time Around,2000-04-22,6,71.0
2018,Hanson,This Time Around,2000-04-22,7,95.0
117,"Hart, Beth",L.A. Song,1999-11-27,1,99.0
434,"Hart, Beth",L.A. Song,1999-11-27,2,100.0
751,"Hart, Beth",L.A. Song,1999-11-27,3,98.0
1068,"Hart, Beth",L.A. Song,1999-11-27,4,99.0
1385,"Hart, Beth",L.A. Song,1999-11-27,5,99.0
1702,"Hart, Beth",L.A. Song,1999-11-27,6,99.0
2019,"Hart, Beth",L.A. Song,1999-11-27,7,98.0
2336,"Hart, Beth",L.A. Song,1999-11-27,8,90.0
2653,"Hart, Beth",L.A. Song,1999-11-27,9,99.0
2970,"Hart, Beth",L.A. Song,1999-11-27,10,97.0
3287,"Hart, Beth",L.A. Song,1999-11-27,11,91.0
3604,"Hart, Beth",L.A. Song,1999-11-27,12,97.0
118,"Heatherly, Eric",Flowers On The Wall,2000-04-29,1,95.0
435,"Heatherly, Eric",Flowers On The Wall,2000-04-29,2,88.0
752,"Heatherly, Eric",Flowers On The Wall,2000-04-29,3,88.0
1069,"Heatherly, Eric",Flowers On The Wall,2000-04-29,4,82.0
1386,"Heatherly, Eric",Flowers On The Wall,2000-04-29,5,82.0
1703,"Heatherly, Eric",Flowers On The Wall,2000-04-29,6,77.0
2020,"Heatherly, Eric",Flowers On The Wall,2000-04-29,7,72.0
2337,"Heatherly, Eric",Flowers On The Wall,2000-04-29,8,67.0
2654,"Heatherly, Eric",Flowers On The Wall,2000-04-29,9,65.0
2971,"Heatherly, Eric",Flowers On The Wall,2000-04-29,10,65.0
3288,"Heatherly, Eric",Flowers On The Wall,2000-04-29,11,65.0
3605,"Heatherly, Eric",Flowers On The Wall,2000-04-29,12,60.0
3922,"Heatherly, Eric",Flowers On The Wall,2000-04-29,13,60.0
4239,"Heatherly, Eric",Flowers On The Wall,2000-04-29,14,53.0
4556,"Heatherly, Eric",Flowers On The Wall,2000-04-29,15,51.0
4873,"Heatherly, Eric",Flowers On The Wall,2000-04-29,16,50.0
5190,"Heatherly, Eric",Flowers On The Wall,2000-04-29,17,57.0
5507,"Heatherly, Eric",Flowers On The Wall,2000-04-29,18,77.0
5824,"Heatherly, Eric",Flowers On The Wall,2000-04-29,19,83.0
6141,"Heatherly, Eric",Flowers On The Wall,2000-04-29,20,89.0
119,"Henley, Don",Taking You Home,2000-06-24,1,79.0
436,"Henley, Don",Taking You Home,2000-06-24,2,77.0
753,"Henley, Don",Taking You Home,2000-06-24,3,74.0
1070,"Henley, Don",Taking You Home,2000-06-24,4,73.0
1387,"Henley, Don",Taking You Home,2000-06-24,5,66.0
1704,"Henley, Don",Taking You Home,2000-06-24,6,62.0
2021,"Henley, Don",Taking You Home,2000-06-24,7,58.0
2338,"Henley, Don",Taking You Home,2000-06-24,8,58.0
2655,"Henley, Don",Taking You Home,2000-06-24,9,61.0
2972,"Henley, Don",Taking You Home,2000-06-24,10,68.0
3289,"Henley, Don",Taking You Home,2000-06-24,11,71.0
3606,"Henley, Don",Taking You Home,2000-06-24,12,71.0
3923,"Henley, Don",Taking You Home,2000-06-24,13,79.0
4240,"Henley, Don",Taking You Home,2000-06-24,14,83.0
4557,"Henley, Don",Taking You Home,2000-06-24,15,85.0
4874,"Henley, Don",Taking You Home,2000-06-24,16,87.0
5191,"Henley, Don",Taking You Home,2000-06-24,17,83.0
5508,"Henley, Don",Taking You Home,2000-06-24,18,90.0
5825,"Henley, Don",Taking You Home,2000-06-24,19,87.0
6142,"Henley, Don",Taking You Home,2000-06-24,20,87.0
120,"Herndon, Ty",No Mercy,2000-03-18,1,100.0
437,"Herndon, Ty",No Mercy,2000-03-18,2,99.0
754,"Herndon, Ty",No Mercy,2000-03-18,3,99.0
1705,"Herndon, Ty",No Mercy,2000-03-18,6,98.0
2022,"Herndon, Ty",No Mercy,2000-03-18,7,94.0
2339,"Herndon, Ty",No Mercy,2000-03-18,8,92.0
2656,"Herndon, Ty",No Mercy,2000-03-18,9,95.0
2973,"Herndon, Ty",No Mercy,2000-03-18,10,96.0
121,"Hill, Faith",Breathe,1999-11-06,1,81.0
438,"Hill, Faith",Breathe,1999-11-06,2,68.0
755,"Hill, Faith",Breathe,1999-11-06,3,62.0
1072,"Hill, Faith",Breathe,1999-11-06,4,51.0
1389,"Hill, Faith",Breathe,1999-11-06,5,42.0
1706,"Hill, Faith",Breathe,1999-11-06,6,35.0
2023,"Hill, Faith",Breathe,1999-11-06,7,28.0
2340,"Hill, Faith",Breathe,1999-11-06,8,28.0
2657,"Hill, Faith",Breathe,1999-11-06,9,28.0
2974,"Hill, Faith",Breathe,1999-11-06,10,43.0
3291,"Hill, Faith",Breathe,1999-11-06,11,30.0
3608,"Hill, Faith",Breathe,1999-11-06,12,23.0
3925,"Hill, Faith",Breathe,1999-11-06,13,23.0
4242,"Hill, Faith",Breathe,1999-11-06,14,21.0
4559,"Hill, Faith",Breathe,1999-11-06,15,21.0
4876,"Hill, Faith",Breathe,1999-11-06,16,21.0
5193,"Hill, Faith",Breathe,1999-11-06,17,5.0
5510,"Hill, Faith",Breathe,1999-11-06,18,3.0
5827,"Hill, Faith",Breathe,1999-11-06,19,3.0
6144,"Hill, Faith",Breathe,1999-11-06,20,4.0
6461,"Hill, Faith",Breathe,1999-11-06,21,4.0
6778,"Hill, Faith",Breathe,1999-11-06,22,3.0
7095,"Hill, Faith",Breathe,1999-11-06,23,3.0
7412,"Hill, Faith",Breathe,1999-11-06,24,3.0
7729,"Hill, Faith",Breathe,1999-11-06,25,2.0
8046,"Hill, Faith",Breathe,1999-11-06,26,2.0
8363,"Hill, Faith",Breathe,1999-11-06,27,3.0
8680,"Hill, Faith",Breathe,1999-11-06,28,3.0
8997,"Hill, Faith",Breathe,1999-11-06,29,2.0
9314,"Hill, Faith",Breathe,1999-11-06,30,2.0
9631,"Hill, Faith",Breathe,1999-11-06,31,3.0
9948,"Hill, Faith",Breathe,1999-11-06,32,4.0
10265,"Hill, Faith",Breathe,1999-11-06,33,2.0
10582,"Hill, Faith",Breathe,1999-11-06,34,5.0
10899,"Hill, Faith",Breathe,1999-11-06,35,8.0
11216,"Hill, Faith",Breathe,1999-11-06,36,11.0
11533,"Hill, Faith",Breathe,1999-11-06,37,13.0
11850,"Hill, Faith",Breathe,1999-11-06,38,14.0
12167,"Hill, Faith",Breathe,1999-11-06,39,18.0
12484,"Hill, Faith",Breathe,1999-11-06,40,22.0
12801,"Hill, Faith",Breathe,1999-11-06,41,23.0
13118,"Hill, Faith",Breathe,1999-11-06,42,22.0
13435,"Hill, Faith",Breathe,1999-11-06,43,24.0
13752,"Hill, Faith",Breathe,1999-11-06,44,30.0
14069,"Hill, Faith",Breathe,1999-11-06,45,31.0
14386,"Hill, Faith",Breathe,1999-11-06,46,31.0
14703,"Hill, Faith",Breathe,1999-11-06,47,38.0
15020,"Hill, Faith",Breathe,1999-11-06,48,39.0
15337,"Hill, Faith",Breathe,1999-11-06,49,42.0
15654,"Hill, Faith",Breathe,1999-11-06,50,49.0
15971,"Hill, Faith",Breathe,1999-11-06,51,49.0
16288,"Hill, Faith",Breathe,1999-11-06,52,48.0
16605,"Hill, Faith",Breathe,1999-11-06,53,47.0
122,"Hill, Faith",Let's Make Love,2000-08-12,1,83.0
439,"Hill, Faith",Let's Make Love,2000-08-12,2,83.0
756,"Hill, Faith",Let's Make Love,2000-08-12,3,73.0
1073,"Hill, Faith",Let's Make Love,2000-08-12,4,73.0
1390,"Hill, Faith",Let's Make Love,2000-08-12,5,67.0
1707,"Hill, Faith",Let's Make Love,2000-08-12,6,60.0
2024,"Hill, Faith",Let's Make Love,2000-08-12,7,60.0
2341,"Hill, Faith",Let's Make Love,2000-08-12,8,60.0
2658,"Hill, Faith",Let's Make Love,2000-08-12,9,57.0
2975,"Hill, Faith",Let's Make Love,2000-08-12,10,55.0
3292,"Hill, Faith",Let's Make Love,2000-08-12,11,54.0
3609,"Hill, Faith",Let's Make Love,2000-08-12,12,69.0
3926,"Hill, Faith",Let's Make Love,2000-08-12,13,88.0
4243,"Hill, Faith",Let's Make Love,2000-08-12,14,91.0
123,Hoku,Another Dumb Blonde,2000-02-19,1,69.0
440,Hoku,Another Dumb Blonde,2000-02-19,2,49.0
757,Hoku,Another Dumb Blonde,2000-02-19,3,49.0
1074,Hoku,Another Dumb Blonde,2000-02-19,4,34.0
1391,Hoku,Another Dumb Blonde,2000-02-19,5,34.0
1708,Hoku,Another Dumb Blonde,2000-02-19,6,34.0
2025,Hoku,Another Dumb Blonde,2000-02-19,7,30.0
2342,Hoku,Another Dumb Blonde,2000-02-19,8,27.0
2659,Hoku,Another Dumb Blonde,2000-02-19,9,36.0
2976,Hoku,Another Dumb Blonde,2000-02-19,10,41.0
3293,Hoku,Another Dumb Blonde,2000-02-19,11,53.0
3610,Hoku,Another Dumb Blonde,2000-02-19,12,56.0
3927,Hoku,Another Dumb Blonde,2000-02-19,13,80.0
4244,Hoku,Another Dumb Blonde,2000-02-19,14,100.0
124,"Hollister, Dave",Can't Stay,2000-03-25,1,84.0
441,"Hollister, Dave",Can't Stay,2000-03-25,2,84.0
758,"Hollister, Dave",Can't Stay,2000-03-25,3,93.0
1075,"Hollister, Dave",Can't Stay,2000-03-25,4,98.0
125,Hot Boys,I Need A Hot Girl,2000-02-19,1,77.0
442,Hot Boys,I Need A Hot Girl,2000-02-19,2,75.0
759,Hot Boys,I Need A Hot Girl,2000-02-19,3,71.0
1076,Hot Boys,I Need A Hot Girl,2000-02-19,4,65.0
1393,Hot Boys,I Need A Hot Girl,2000-02-19,5,65.0
1710,Hot Boys,I Need A Hot Girl,2000-02-19,6,70.0
2027,Hot Boys,I Need A Hot Girl,2000-02-19,7,69.0
2344,Hot Boys,I Need A Hot Girl,2000-02-19,8,77.0
2661,Hot Boys,I Need A Hot Girl,2000-02-19,9,79.0
2978,Hot Boys,I Need A Hot Girl,2000-02-19,10,90.0
3295,Hot Boys,I Need A Hot Girl,2000-02-19,11,92.0
3612,Hot Boys,I Need A Hot Girl,2000-02-19,12,95.0
3929,Hot Boys,I Need A Hot Girl,2000-02-19,13,100.0
126,"Houston, Whitney",Could I Have This Ki...,2000-06-17,1,74.0
443,"Houston, Whitney",Could I Have This Ki...,2000-06-17,2,68.0
760,"Houston, Whitney",Could I Have This Ki...,2000-06-17,3,68.0
1077,"Houston, Whitney",Could I Have This Ki...,2000-06-17,4,67.0
1394,"Houston, Whitney",Could I Have This Ki...,2000-06-17,5,59.0
1711,"Houston, Whitney",Could I Have This Ki...,2000-06-17,6,59.0
2028,"Houston, Whitney",Could I Have This Ki...,2000-06-17,7,60.0
2345,"Houston, Whitney",Could I Have This Ki...,2000-06-17,8,52.0
2662,"Houston, Whitney",Could I Have This Ki...,2000-06-17,9,54.0
2979,"Houston, Whitney",Could I Have This Ki...,2000-06-17,10,56.0
3296,"Houston, Whitney",Could I Have This Ki...,2000-06-17,11,59.0
3613,"Houston, Whitney",Could I Have This Ki...,2000-06-17,12,70.0
3930,"Houston, Whitney",Could I Have This Ki...,2000-06-17,13,69.0
4247,"Houston, Whitney",Could I Have This Ki...,2000-06-17,14,81.0
4564,"Houston, Whitney",Could I Have This Ki...,2000-06-17,15,87.0
4881,"Houston, Whitney",Could I Have This Ki...,2000-06-17,16,95.0
5198,"Houston, Whitney",Could I Have This Ki...,2000-06-17,17,98.0
5515,"Houston, Whitney",Could I Have This Ki...,2000-06-17,18,100.0
6149,"Houston, Whitney",Could I Have This Ki...,2000-06-17,20,97.0
127,"Houston, Whitney",I Learned From The B...,2000-02-19,1,83.0
444,"Houston, Whitney",I Learned From The B...,2000-02-19,2,83.0
761,"Houston, Whitney",I Learned From The B...,2000-02-19,3,83.0
1078,"Houston, Whitney",I Learned From The B...,2000-02-19,4,40.0
1395,"Houston, Whitney",I Learned From The B...,2000-02-19,5,28.0
1712,"Houston, Whitney",I Learned From The B...,2000-02-19,6,27.0
2029,"Houston, Whitney",I Learned From The B...,2000-02-19,7,28.0
2346,"Houston, Whitney",I Learned From The B...,2000-02-19,8,36.0
2663,"Houston, Whitney",I Learned From The B...,2000-02-19,9,53.0
